text,hoax
Apa Yang Harus Dilakukan Bila Terjadi Reaksi KIPI Setelah Vaksinasi?,0
Infografis COVID-19 (19 Juni 2020),0
Perpanjangan PPKM Mikro Diperluas Hingga Mencakup 30 Provinsi,0
Vaksin Upaya Mencegah Terpapar Dari Penyakit Yang Mewabah,0
Negara Lindungi Pekerja Migran Bermasalah Saat Kembali ke Tanah Air,0
"Hadapi Dampak COVID-19, Presiden: Tidak Boleh Pesimistis, Hadapi dengan Kerja Keras",0
83.910.500 dosis vaksin COVID-19 Telah Diterima Indonesia hingga 25 Mei 2021,0
‘Nyalakan Harapan’ Menghadapi Pandemi dan Peduli Sesama,0
Awas Hoaks - Video Mudik Lebaran Diperbolehkan,1
"Penambahan Kasus Positif COVID-19 Tembus 1.043, Pasien Sembuh Naik 510 dan Meninggal 40",0
Data Vaksinasi COVID-19 (Update per 17 Mei 2021),0
Lebih dari 500 Ribu SDM Kesehatan Telah Mengikuti Vaksinasi COVID-19,0
Bermain Gawai di KRL Meningkatkan Risiko Terkena Virus Corona,0
Adaptasi Kebiasaan Baru Dalam Kunjungan Kerja Presiden,0
Pemerintah Apresiasi Masukan Untuk Kesuksesan Program Vaksinasi,0
Pasien Sembuh Meningkat Lagi Mencapai 1.243.117 Orang,0
Penanganan Covid-19 Harus Tekan Penularan Kasus,0
Gugas COVID-19 Telah Distribusikan 349 Ribu APD,0
Pengawasan Mobilitas dan Kerumunan Diperketat,0
Pasien Sembuh Semakin Meningkat Mencapai 1.506.599 Orang,0
Program Pemulihan Ekonomi Nasional (PEN) Mendukung UMKM di Masa Pandemi,0
"Kasus Positif COVID-19 Bertambah 2.657, Meninggal 58, Pasien Sembuh Jadi 32.651",0
Dampak Positif PPKM Mikro Harus Terus Dipertahankan ,0
Lima Skema Perlindungan dan Pemulihan UMKM di Tengah Pandemi Covid-19,0
Infografis COVID-19 (4 November 2020),0
Risma: Pengawasan Ketat Membuat Kecenderungan Kasus COVID-19 di Surabaya Turun,0
"Vaksin COVID-19 Disiapkan, 3M & 3T Terus Dijalankan",0
Warga Jakarta Saling Memberikan Semangat di Balkon Apartemen,1
Waspadai Gigitan Nyamuk DBD Pagi dan Sore Saat Lawan COVID-19,0
setelah vaksin Covid-19 selama 5 bulan tak boleh minum yg mengandung alkohol,1
Presiden Jokowi Tinjau Pasar Pelayanan Publik di Banyuwangi,0
Data Vaksinasi COVID-19 (Update per 9 Maret 2021),0
Awas Hoaks: Alat Rapid Test Antigen Menunjukkan Hasil Positif saat Diteteskan Air Keran,1
Video DI BALIK COVID-19/CORONA TERNYATA ISI NYA SUDAH HABIS,1
Infografis COVID-19 (4 Mei 2020),0
"Gerakan Bermasker Di Masyarakat, Kolaborasi Multi Pihak Kunci Pencegahan",0
Satgas: PPKM Mikro Bukan Pelonggaran Tanpa Dasar,0
"Awas Hoaks: ""Pesan Singkat Mengatasnamakan Tim Vaksinasi""",0
Data Vaksinasi COVID-19 (Update per 29 April 2021),0
razia yang pakai masker scuba kena swab dan denda,1
Infografis COVID-19 (15 Juli 2020),0
Penapisan Berlapis Upaya Mencegah Masuknya Imported Case Yang Dapat Terbawa WNI Mudik,0
Pasien Sembuh Terus Meningkat Mencapai 973.452 Orang,0
Pramuka Peduli Lawan Pandemi COVID,0
Data Vaksinasi COVID-19 (Update per 27 Maret 2021),0
Upaya Skrining Untuk Memastikan Pelaku Perjalanan Internasional Dalam Keadaan Sehat,0
PPKM Mikro dan Larangan Mudik Untuk Tekan Penularan Saat Libur Lebaran,0
Aturan Jam Kerja Wilayah Jabodetabek Aman COVID-19 dan Produktif,0
Jubir Satgas COVID-19: Jangan Sampai Unjuk Rasa Jadi Klaster Baru,0
Infografis COVID-19 (23 Juni 2020),0
Tujuh Langkah Protokol Kesehatan Pengguna Moda Transportasi Umum,0
"Breaking News! Pilkada Serentak Ditunda, Kecuali Solo dan Medan",1
"Video Gak pakai masker di Singapura, ditangkap",1
"Pemprov DKI Tunaikan Janji Bansos, Netizen Tagih Janji Ganjar Bagi Sembako di DKI",1
"Vaksin Berbasis mRna, Dapat Menyebabkan Kanker",1
Lawan COVID-19 dengan 3K,0
Gotong Royong Cegah Klaster Baru Pada Kelompok Rentan,0
Corona Adalah Kedok dari Penyakit Radiasi,1
Video JENAZAH DI PERLAKUKAN SEPERTI MENGUBURKAN BINATANG,1
Ketua Gugus Tugas Nasional Tinjau Kesiapan Hotel Grand Surabaya untuk Relaksasi Tenaga Kesehatan,0
Infografis COVID-19 (30 Juli 2020),0
Tiongkok dan Luhut Pandjaitan Merencanakan Pembunuhan Massal Terhadap Pribumi dengan 40 Ribu Ton Alat Tes Covid-19,1
Tetap 3M Walau Vaksin Sudah Tiba!,0
Pasien Sembuh Terus Meningkat Mencapai 1.642.074 Orang,0
Awas Hoaks - 17 Negara Melarang Penyebaran Vaksin AstraZeneca,1
Pemerintah Apresiasi Tenaga Medis Hingga Pengemudi Ojek Daring,0
Antisipasi Libur Panjang Karyawan Pergi ke Zona Merah Wajib Lapor,0
"Menyambut Idul Adha, Wiku: Perhatikan Zonasi Risiko Daerah",0
Prof Wiku: Belum Ada Wacana Mengubah Definisi Kematian,0
Pedoman Tenaga Medis dan Masyarakat Hadapi Penanganan COVID-19,0
"Penambahan Kasus COVID-19, Positif 1.681, Meninggal 71 dan Sembuh 919 Orang",0
Pemerintah Berupaya Lindungi Calhaj Dari Paparan COVID-19,0
Fatwa MUI: Vaksinasi Injeksi tak Membatalkan Puasa,0
"1,1 Juta Dosis Vaksin COVID-19 AstraZeneca Telah Didistribusikan ke 6 Provinsi",0
Vaksin Covid-19 Merusak Sel Otak dan Sel Darah,1
"Tak Patuhi PSBB, Warga Cilegon akan di Denda",1
"Kasus Positif COVID-19 Bertambah 954, Pasien Sembuh Jadi 18.735, Meninggal Naik 35 Orang",0
Kabupaten Ngada Contoh Penyelenggaraan Pilkada Yang Aman Dari COVID-19,0
Video dr. Cheng: Sembuh Dari COVID-19 Cukup dengan Vitamin C,1
Data Vaksinasi COVID-19 (Update per 20 Februari 2021),0
Pasien Sembuh COVID-19 Jumlahnya Terus Meningkat Menjadi 429.807 Orang,0
"Vaksinasi dan Prokes, Percepat Pemulihan Kesehatan dan Ekonomi ",0
Indonesia Tidak Dapat Menggugat Jika Vaksin Bermasalah,1
Usia 50 ke Atas Dilarang Masuk Mal Hingga Makan di Kafe pada Fase New Normal,1
Julio Iglesias meninggal karena covid19,1
Pasien Sembuh COVID-19 Terus Bertambah Menjadi 410.552 Orang,0
Cek Data Vaksinasi COVID-19 Nasional di vaksin.kemkes.go.id,0
Yuri: Penerapan SE Gugus Tugas Nomor 8/2020 Sudah Baik Pada Hari Pertama,0
Pemerintah Tetapkan Larangan Mudik Lebaran 2021 Bagi ASN,0
Kesembuhan Harian Di Sumatera Utara Mengalami Peningkatan,0
Tenaga Medis Covid-19 RSUD Purworejo Ditagih Biaya Rp. 150 Ribu/Malam Oleh Pemkab Karena Telah Tinggal Di Hotel Ganesha,1
Literasi COVID-19 dari drh. Moh. Indro Cahyono,1
Cie ga pake masker cie berdekatan cie lupa ada corona cie selfi bareng,1
Fanpage Facebook Bantuan Samsung Pendidikan Adakan Program Bantuan Pendidikan,1
Data Vaksinasi COVID-19 (Update per 4 Juni 2021),0
Gugus Tugas Nasional Lakukan Peluncuran Awal Sistem Informasi Bersatu Lawan COVID,0
Liga Indonesia Bergulir Kembali dengan Penerapan Protokol Kesehatan,0
Infografis COVID-19 (11 Agustus 2020),0
"Vaksinasi COVID-19 Tahap Dua Dimulai, Diawali dengan 1500 Pedagang Tanah Abang",0
Pasien Sembuh Terus Bertambah Menjadi 1.496.126 Orang,0
Flat Isolasi Mandiri Terisi 1.877 OTG dan RS Darurat Covid-19 2.308 Pasien,0
Pasien Sembuh Terus Bertambah Menjadi 1.381.677 Orang,0
Tips Cuci Tangan yang Benar Mengusir Kuman,0
Analisis Data COVID-19 Indonesia (Update Per 10 Januari 2021),0
Awas Hoaks: Video Iring-Iringan Presiden Jokowi Pulang Kampung,1
Menko Polhukam: Larangan Mudik Berlaku Sejak 24 April 2020,0
"Vaksin COVID-19 Belum Ditemukan, Lindungi Diri dengan Lakukan Protokol Kesehatan",0
"RS Premier Bintaro di-Lockdown, 19 Tenaga Medis Positif COVID-19",1
Satgas COVID-19: Menghalangi Petugas Kesehatan Memeriksa Akan Dijatuhi Sanksi,0
Infografis COVID-19 (19 April 2020),0
Upaya Pencegahan Penyebaran COVID-19 di Lingkungan Pendidikan Pondok Pesantren,0
More Than 1 Million Indonesian Health Workers Have Received the Covid-19 Vaccine,0
Pasien Sembuh Terus Meningkat Mencapai 1.674.479 Orang,0
Pasien Sembuh Covid-19 Sudah Mencapai 772.790,0
MUI Ajak Masyarakat Berikhtiar dan Berkontribusi dalam Pencegahan COVID-19 Sesuai Fatwa MUI 14/2020,0
Pengembangan Vaksin COVID-19 di Indonesia Harus Ikuti Prosedur dan Kaidah Ilmiah,0
Menaker Atur Kebijakan bagi Pelaku Usaha dan Pekerja Hadapi COVID-19,0
Tulisan dr. Siti Fadillah terkait Pengobatan Covid-19,1
Pemda Diminta Alirkan Dana Tak Terduga APBD untuk Tangani COVID-19,0
Distribusi Vaksin COVID-19 Direncanakan dengan Matang,0
Pilkada Serentak Harus Terapkan Protokol Kesehatan,0
Analisis Data COVID-19 Indonesia (Update Per 20 Desember 2020),0
"Pelaksanaan Vaksinasi di Bulan Ramadhan, Umat Muslim Perlu Siapkan 2 Hal Ini",0
Mengapa Lansia menjadi Prioritas Vaksinasi COVID-19?,0
Data Vaksinasi COVID-19 (Update per 10 April 2021),0
Monitoring Kepatuhan Protokol Kesehatan di 34 Provinsi Indonesia (Update Per 3 Januari 2021),0
Awas Hoaks: Anak-Anak Kebal Terhadap Virus COVID-19,1
Fenomena ADE Tidak Ditemukan Pada Kandidat Vaksin COVID-19,0
Pasien Sembuh Dari COVID-19 Bertambah Menjadi 570.304 Orang,0
Video kelakuan Yahudi ngebohongin dunia se olah² di vaccine padahal tdk,1
"Video Polisi Menangkap Seorang Pria karena Mengikuti Ibadah Gereja di Idaho, Amerika Serikat",1
Infografis COVID-19 (28 Oktober 2020),0
Kondisi Jenazah Korban Covid-19 Di Rumah Sakit Osmania India,1
Antisipasi COVID-19 Memakai Masker dengan Benar,0
Program-program Imunisasi di Indonesia Terbukti Berhasil Cegah Penyakit Menular,0
Penggunaan Hydroxychloroquine Bersyarat pada Pengobatan Pasien COVID-19,0
Penanganan COVID-19 Meningkat Signifkan Dibandingkan Awal Pandemi,0
Petinju Manny Pacman Bagi-bagi Hadiah Saat Pandemi,1
Tren Kesembuhan Mingguan Harus Terus Ditingkatkan,0
Infografis COVID-19 (15 September 2020),0
Kesembuhan Kumulatif Covid-19 Terus Bertambah Menjadi 425.313 Orang,0
"Video TKA CHINA MASUK PALEMBANG DENGAN APD LENGKAP, BIAR DIKIRA NAKES!?!?",1
Foto Kondisi Pasar Baru Jakarta Ramai PKL di Tengah PSBB,1
Daerah Zona Merah Perlu Segera Perbaiki Penanganan Guna Antisipasi Dampak Libur Idul Fitri,0
Kesembuhan Kumulatif COVID-19 Semakin Bertambah Mencapai 470.449 Orang,0
Jutaan Dosis Vaksin COVID-19 dari AstraZeneca Akan Dikirim ke Indonesia Melalui Kerjasama Multilateral COVAX-GAVI,0
"Produktif di Rumah Selama Pandemi, Fabian : Coba dengan Memasak Makanan Bergizi",0
"Gubernur Kalsel: Pakai Masker, Kita Selamat",0
"Pemerintah Kucurkan Rp405,1 Triliun untuk Tangani Dampak COVID-19",0
Foto Peta Persebaran COVID-19 di Jakarta Berwarna Merah dan Hitam,1
"Pasien Sembuh COVID-19 Jadi 21.909, Kasus Positif Bertambah 1.385",0
Data Vaksinasi COVID-19 (Update per 18 Mei 2021),0
Bio Farma Siapkan Vaksin COVID-19 dari Sinovac,0
Antisipasi Keterisian Tempat Tidur Dengan Mencegah Penularan,0
Kemasan vaksin Sinovac ga pake ampulan Didalam box vaksin sudah ada spuit khusus yg sdh ada vaksin nya,1
"Sesudah Vaksinasi, Begini Caranya agar Antibodi Terbentuk Optimal",0
Ketua Komite KPCPEN Airlangga Hartarto: “30 Juta Dosis Vaksin Tiba Akhir Tahun 2020”,0
Mengapa Vaksinasi COVID-19 Diperlukan?,0
Satgas: Sertifikat Vaksin Syarat Bepergian Masih Wacana,0
Poster Pageblug Sultan HB X Anjurkan Masak Sayur Lodeh 7 Warna,1
"Pasien Sembuh COVID-19 Meningkat 3.064, Kasus Meninggal Tembus Angka 1.007",0
Infografis COVID-19 (13 Juli 2020),0
Operasi Ketupat Dilakukan Lebih Awal Sebagai Antisipasi PSBB Cegah COVID-19,0
Infografis COVID-19 (18 Juli 2020),0
Sumpah Pemuda Momentum Bersatu Melawan COVID-19,0
Hoaks: Vaksin yang Dipakai Jokowi Tidak Asli karena Harus Menggunakan Alat Suntik,0
Satgas Ingatkan Rumah Sakit Bahwa Biaya Perawatan Pasien Covid-19 Ditanggung Negara,0
Universitas Brawijaya Kembalikan Uang Kuliah Akibat Persebaran Virus Corona,1
Kesadaran Bersama Menyikapi Penyebaran COVID-19,0
Kampanye Positif Penanganan COVID-19 Melalui Foto,0
Pesan Berantai ‘India Is Doing It’ Bisa Retas Ponsel,1
Video Keramaian Stasiun Kereta Api di India Selama Pandemi COVID-19,1
Pesan Berantai Tautan Kuota Belajar 75GB Berlaku Sampai 10 Januari 2021,1
Melepaskan Dan Menyimpan Masker Harus Memperhatikan Higienitas,0
Data Vaksinasi COVID-19 (Update per 8 Mei 2021),0
Penanganan Bersama Pandemi di Pulau Jawa Akan Berdampak Positif Pada Perkembangan Nasional,0
Sejumlah Polisi India Telah Tiba di Indonesia,1
"Vaksin COVID-19 Sinovac Produksi Bio Farma Lulus EUA, Siap Distribusi",0
Pasien Sembuh Terus Meningkat Mencapai 1.638.279 Orang,0
Bawang Merah yang Dikupas Bisa Menyedot dan Membunuh Virus dan Kuman,1
"Vaksin, 3M, dan Hidup Sehat: Jurus Menyelesaikan Pandemi COVID-19",0
"Banyak Hoaks COVID-19, Masyarakat Harus Saring Info yang Diterima",1
Jenazah Pasien Covid-19 Dikubur Masih Pakai Daster dan Tidak Sesuai Syariat Fardhu Kifayah Islam,1
Menkes Dukung Perubahan Poltekkes Menjadi Institut,0
Menko PMK Tekankan Vaksinasi Memprioritaskan Garda Depan,0
Hidup Sehat dan Berhenti Merokok Untuk Menghindari Dampak Terburuk COVID-19,0
Bio Farma Siapkan Hingga 18 Juta Vaksin COVID-19 Hingga bulan Mei 2021,0
Perbaikan Penanganan Jawa dan Bali Dampak Positif PPKM Mikro,0
"Ketika di vaksin, microchip yg sangat kecil dipasang tanpa terasa, New Dajjal siap membunuh 7.5 milyard manusia",1
Fatwa MUI: Penggunaan Vaksin COVID-19 AstraZeneca Pada Saat Ini Dibolehkan (Mubah),0
Gelang Power Balance Dapat Menyembuhkan Corona,1
Pemerintah Umumkan Penyesuaian Keputusan Bersama Empat Menteri  tentang Panduan Pembelajaran di Masa Pandemi COVID-19,0
Jumlah Pasien Sembuh Dari COVID-19 Terus Bertambah Menjadi 329.778 Orang,0
Masyarakat Diajak Tetap Lakukan Investasi Dan Konsumsi,0
"Budikdamber, Kiat Berkebun dan Budidaya Ikan di Lahan Terbatas Selama Pandemi COVID-19 ",0
"Ruang Perawatan Covid di Riau Penuh, Warga Wajib di Rumah Selama Dua Minggu",1
Mengintip Penerapan Protokol Kesehatan di Pasar,0
Pemerintah dan PHRI Siapkan 120 Hotel Isolasi Mandiri di Sembilan Provinsi,0
Kesembuhan Pasien COVID-19 Terus Meningkat Menjadi 437.456 Orang,0
Infografis COVID-19 (5 April 2020),0
Hotman Paris Berencana Undang BTS dan EXO setelah Virus Corona Teratasi,1
"12,4 Juta Pekerja Formal Terima Bantuan Subsidi Gaji",0
Infografis COVID-19 (12 Juni 2020),0
Istora Senayan Dijadikan Tempat Penampungan Pasien Covid-19,1
Infografis COVID-19 (21 September 2020),0
Peningkatan Jumlah Kasus Menjadi Pembelajaran Serius,0
Selamatkan Lansia dan Komorbid dengan Patuh Protokol Kesehatan,0
Pemerintah Tetapkan Larangan Mudik di Tengah Pandemi COVID-19,0
vaksin Sinovac disebutkan memberi efek samping pembesaran alat kelamin,1
Terima Kasih bagi Semua yang Bergotong Royong #BersatuLawanCOVID19,0
Kematian Ustadz Maaher akibat Disuntik Vaksin,1
Mensos: Dana Stimulus Rp 405 T untuk Penanganan COVID-19 Tanda Bahwa Negara Hadir,0
Pasien Sembuh Semakin Meningkat Mencapai 1.517 432 Orang,0
Vaksinasi COVID-19: Lampu Hijau untuk Kelompok Komorbid dan Penyintas,0
"Foto Disuruh Diam di Rumah 14 Hari Malah Sibuk Jalan2, Bukan Cuma Jalan2 Tapi Bilang Liburann Lagii",1
China Sembuh dari COVID-19 Tanpa Vaksin,1
Krisis Ekonomi di Perancis Disebabkan oleh Pemboikotan Produk Perancis,1
Infografis COVID-19 (5 Mei 2020),0
Infografis COVID-19 (30 November 2020),0
Jokowi Akan Menggunakan Vaksin Pfizer dan Vaksin Sinovac Untuk Masyarakat,1
Pemerintah Akan Tingkatkan Produksi Alat Tes PCR,0
Vaksinasi Bagi Ibu Hamil dan Lanjut Usia Aman dan Perlu,0
Pemerintah Sudah Periksa Hampir 20.000 Sampel COVID-19,0
"Vaksin Datang, Prokes Jangan Hilang!",0
Pasien Sembuh Sudah Mencapai 277.544 Orang,0
Hoaks: Nomor Telepon Satgas COVID-19 DKI Salah,1
Alur Pelayanan Vaksinasi COVID-19 di Fasilitas Kesehatan,0
Pasien Sembuh Terus Meningkat Mencapai 1.592.886 Orang,0
"OBAT YANG DIBELI JOKOWI DARI CINA KOMUNIS, SANGAT BERBAHAYA DAN BERAKIBAT KEMATIAN",1
Foto anak korban vaksinasi covid,1
Awas Hoaks: Menerima Donor Darah dari Orang yang Sudah Divaksinasi COVID-19 Berbahaya,1
3 Daerah Rujukan Penerapan PPKM Mikro,0
Gubernur SUMUT Instruksikan Seluruh MASJID Buka Pintu Selapang Lapangnya untuk Orang Ibadah,1
9 Negara dan Komunitas Internasional Bantu Indonesia Lawan COVID–19,0
Pemerintah Pastikan Vaksin Covid-19 Minim Efek Samping ,0
Satgas: Keberhasilan Kebijakan Penanganan Pandemi Harus Diikuti Masyarakat Untuk Mematuhi,0
"Melalui Layanan Telemedicine, Masyarakat Tak Perlu ke Rumah Sakit",0
Data Vaksinasi COVID-19 (Update per 3 April 2021),0
Link Untuk Mendapatkan 35 GB Kuota Gratis dari Operator,1
"Kasus Positif COVID-19 Melesat Naik 1.241, Total 34.316",0
"Warga Dibolehkan Mudik Oleh Kemenhub, Aturannya Keluar Kemarin Sore",1
Data Vaksinasi COVID-19 (Update per 2 April 2021),0
Penyelarasan Data COVID-19 Terus Dimutakhirkan,0
Surat Edaran MUI Waspada Rapid Test Modus Operandi dari PKI,1
"Doni Monardo Minta ""Seruan Dari Masjid"" Digaungkan di Seluruh Penjuru Tanah Air ",0
Belum Ditemukan Kejadian Ikutan Pasca Imunisasi (KIPI) Berat Pada Pelaksanaan Vaksinasi COVID-19 Bagi Lansia,0
"Belum Ada Vaksin, Terapi Plasma Konvalesen Jadi Pengobatan Alternatif COVID-19",0
Kesembuhan Kumulatif Meningkat Menjadi 388.094 Pasien,0
Dukungan Satgas Penanganan Nasional Terhadap Penanganan COVID-19 Sumut,0
Tangkapan Layar Video CNN Memberitakan Rakyat akan dibunuh oleh Vaksin dari Tiongkok,1
Menghirup Uap Panci Presto Dapat Mengobati COVID-19,1
Ternyata Virus Corona Dapat Diobati dengan Cara Berendam di AIR LAUT,1
"Hari Kedua Lebaran, Pasien Sembuh Bertambah 240 Orang, Total Jadi 5.642",0
Protokol Kesehatan Keluarga,0
Melakukan Solusi Paralel dan Kolektif Dapat Mengantisipasi Varian Mempengaruhi Efikasi Vaksin,0
Pentingnya Kerja Sama Pemerintah Pusat dan Daerah dalam Penanganan COVID-19,0
Bupati Bojonegoro Dr. Hj. Anna Muawanah terpapar Covid-19,1
Rekomendasi Kementan dalam Kegiatan Kurban di Masa Pandemi COVID-19,0
Pesan Bupati Situbondo Sebelum Beliau Wafat,1
Artikel CNN Seorang Dokter Merekomendasikan Vaksin Covid19 Disuntikkan di Alat Kelamin Pria,1
Analisis Data COVID-19 Indonesia (Update Per 04 Oktober 2020),0
Orang Tua dan Anak Bisa Terus Asah Kreativitas Saat Pandemi,0
Video 450 Kantong Jenazah Covid-19 Berisikan Kertas,1
Kriteria dan Syarat Perjalanan Orang Saat Adaptasi Kebiasaan Baru yang Aman dan Produktif,0
Tiga Jenis Peralatan Uji Sampel COVID-19 Mulai Terdistribusi ke Daerah,0
Infografis COVID-19 (31 Juli 2020),0
Dampak Positif PPKM Jawa - Bali Dialami Sebagian Besar Wilayah,0
Mengonsumsi Air Hangat dan Berkumur Dengan Air Garam Dapat Hilangkan Virus Corona,1
Begini Aturan Vaksinasi COVID-19 untuk Lansia,0
Larangan Bepergian Bagi ASN Saat Libur Peringatan Wafat Isa Al Masih,0
"Tingkat Kesembuhan COVID-19 di Indonesia Menjadi 77,3%",0
Ibu Rumah Tangga dan Organisasi Perempuan Ujung Tombak Tekan Penularan Dalam Klaster Keluarga,0
Lebih dari 300ribu SDM Kesehatan Telah Divaksinasi COVID-19 Per 27 Januari 2021,0
Tim Pakar Satgas Beri Penjelasan Tentang Mutasi Virus Covid-19,0
Meningkatkan Testing Untuk Mengantisipasi Lonjakan Kasus Paska Lebaran ,0
Pemda Diminta Sosialisasikan SKB 4 Menteri Agar Sekolah Tatap Muka Terbatas Berjalan Dengan Baik,0
Infografis COVID-19 (1 Oktober 2020),0
Infografis COVID-19 (8 April 2020),0
Kuburan Massal buat Korban #viruscorona di ITALIA,1
Perkembangan Kasus Covid-19 Paska Libur Lebaran Terus Dimonitor Agar Pandemi Terkendali,0
Awas Hoaks - Rutin Minum Air Hangat 4 kali Sehari Dapat Menyembuhkan COVID-19,1
Foto Anies Baswedan Masuk Peti Mati,1
Yuri: Prosentase Kesembuhan Pasien COVID-19 di 13 Provinsi Lampaui Rata-Rata Global,0
ASN Dilarang Bepergian Saat Libur Imlek,0
Lebih Dari 84 Ribu Pos Jaga Desa Dibentuk untuk Cegat COVID-19,0
"Hindari COVID-19, Gaya Hidup Sehat bagi Obesitas",0
Hoaks Vaksin COVID-19 Perlambat Cakupan Kekebalan Kelompok,0
Pemeriksaan Cepat Kunci Sukses Bali Tangani COVID-19,0
"Kenaikan Limfosit Usai Vaksin, Sebabkan Kematian",1
Bukan Karena Vaksin COVID-19 Respon Vagal Sebabkan Seorang Perawat Pingsan,0
Satgas Covid-19: Penanganan Covid-19 di Ibukota Tetap Berjalan,0
Satgas COVID-19: Liga Sepakbola Harus Pertimbangkan Status Zona Lokasi,0
Video Penampakan Kuntilanak di Rumah Sakit Galang Batam,1
Satgas Covid-19 Kabupaten Pangkep Semprot Jemaah Shalat Tarawih di Masjid,1
Pemuka Agama Sepakat Imbau Umat Hindari Kerumunan Cegah COVID-19,0
Risma Sujud ke IDI Karena Warga Surabaya Tidak Diterima Di RSUD Dr Soetomo,1
Kesembuhan Kumulatif Mencapai 240.291 Kasus,0
Gugus Tugas Dorong Masyarakat Manfaatkan Keragaman Pangan Indonesia,0
"MUI Ingatkan Umat Muslim Hindari Kerumunan, Termasuk Ibadah Berkerumun",0
Voucher Undian Alfamart 21 Tahun,1
Infografis COVID-19 (18 September 2020),0
Pasien Sembuh Terus Meningkat Menjadi 9.912 Orang Per Hari,0
Bersabar dan Peduli Saat Hadapi COVID-19,0
Kasdim 0817 Gresik Mayor Sugeng Riyadi meninggal akibat disuntik vaksin,1
Pasien Sembuh Terus Meningkat Mencapai 1.284.725 Orang,0
Infografis COVID-19 (28 Mei 2020),0
"Berbisnis di Masa AKB, Rose: Yang Terpenting Tidak Merumahkan Karyawan",0
7 Fakta Vaksin COVID-19 AstraZeneca di Indonesia,0
Bantuan Kuota 95Gb dan Pulsa Gratis dari Kemendikbud,1
Data Vaksinasi COVID-19 (Update per 18 Maret 2021),0
Pelaksanaan Ibadah Umrah Menyesuaikan Kondisi Pandemi,0
Program Pemulihan Ekonomi Nasional Capai Realisasi Lebih dari Rp 500 Triliun,0
Foto Persiapan penutupan jalan tanggal 6 mei,1
Pengeluaran Rokok Ekspedisi Tanggal 25 Maret 2020 Sampai 30 April 2020 Akan Ditarik Pihak Terkait Untuk Dimusnahkan,1
"Tidak Memakai Masker, Pengendara Motor dan Mobil Didenda Rp 5 Juta atau Kurungan Penjara Dua Minggu",1
Video Warga Mudik Lewat Sungai,1
Jenazah pasien yang ‘katanya’ kena kopit di Probolinggo setelah dibuka ternyata kedua bola matanya sudah tidak ada,1
Kerumunan di Libur Panjang Picu Penyebaran COVID-19,0
"Cegah COVID-19, Masyarakat Dapat Memanfaatkan Layanan Telemedecine",0
Peran Sentral Perempuan Melalui TP-PKK pada Masa Pandemi COVID-19,0
Sebanyak 99 Daerah Berhasil Menetap di Zona Hijau,0
Kesembuhan COVID-19 Terus Meningkat Mencapai 1.409.288 Orang,0
[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 4-10 April 2020,1
Jemaah Umrah Wajib Patuhi Pedoman Ibadah Masa Pandemi,0
Kesembuhan Harian Meningkat Pesat di Sulawesi Selatan,0
"Bio Farma Mengadakan Vaksinasi Covid-19 pada Jumat, 12 Maret 2021",1
Calon Penumpang Pesawat Tetap Wajib Patuhi Aturan PSBB,0
Transparansi dan Keterbukaan Informasi Melalui Sistem Bersatu Lawan COVID,0
"Kasus Meninggal Cenderung Turun Sejak Sepekan, Pasien Sembuh COVID-19 Naik Jadi 960",0
Infografis COVID-19 (4 Juni 2020),0
"Kota Prabumulih, Kota Tanpa Corona",1
Satgas COVID-19: Penambahan Kasus Positif Harian Harus Menjadi Peringatan,0
Klaim Hadi Pranoto Soal COVID-19,1
PPKM Bertujuan Agar Masyarakat Kembali Produktif dan Aman Covid-19,0
Penambahan Kasus Perkotaan Dominasi Jumlah Penderita COVID-19 Nasional,0
"Update Konfirmasi COVID-19, Pasien Sembuh Meningkat Jadi 19.241, Positif Bertambah 1.051, Meninggal Naik 35 Orang",0
Pemulihan Ekonomi Akibat Pandemi Berpedoman Protokol Kesehatan,0
Analisis Data COVID-19 Indonesia (Update Per 13 Desember 2020),0
Pedagang di Pasar Mayestik Meninggal Karena Covid-19,1
Pemanfaatan Layanan Telemedik untuk Pencegahan dan Penanganan COVID – 19,0
Keputusan Menteri Kesehatan Republik Indonesia Nomor Hk.01.07/Menkes/12757/2020,0
"Masyarakat Terus Berdatangan, Flat Isolasi Mandiri Tower 5 Sudah Terisi 91%",0
Analisis Data COVID-19 Indonesia (Update Per 09 Mei 2021),0
"Corona Merebak, Gibran Salahkan Rakyat Tak Patuhi Aturan Pemerintah",1
Imbauan Penutupan Pasar dan Tempat Wisata DIY oleh Sri Sultan HB X,1
Video Membuang Uang di Times Square untuk Teman Baiknya yang Meninggal karena Covid-19,1
Satgas Covid-19: Sindikat Vaksin Palsu Tidak Ditemukan di Indonesia,0
"Amati Kebiasaan Konsumen, Sesuaikan Cara Jualannya",0
Skrining dan Surveilans Efektif Membendung Imported Case dan Varian Baru Virus,0
Kesembuhan COVID-19 Terus Bertambah Menjadi 445.793 Orang,0
Vaksin covid-19 itu telah bermutasi menjadi ribuan covid-19 baru di seluruh dunia,1
Calon Jemaah Haji Lansia Terima Vaksin COVID-19,0
Data Vaksinasi COVID-19 (Update per 11 Maret 2021),0
TNI-POLRI Kawal Pengiriman Vaksin,0
Ketua Tim Peneliti Pfizer: Vaksin Covid-19 Dapat Menyebabkan Kemandulan bagi Perempuan,1
Penggunaan Masker dapat Menyebabkan Kematian Akibat Covid-19,1
